id,type,source,family,state,instructions,criteria,label
accept_choice_026,choice,manual,permission,"""共有資料は閲覧だけ許可されている。編集やダウンロードの許可はない。""",許可された操作を選ぶ。,"{""option_0"":""編集"",""option_1"":""削除"",""option_2"":""ダウンロード"",""option_3"":""閲覧"",""option_4"":""再公開"",""option_5"":""所有者変更""}",option_3
accept_choice_027,choice,manual,meaning,"""表示言語を英語から日本語に変更したい。文字サイズや配色はそのままでよい。""",開くべき設定項目を選ぶ。,"{""option_0"":""通知"",""option_1"":""音量"",""option_2"":""文字サイズ"",""option_3"":""言語"",""option_4"":""配色"",""option_5"":""通信"",""option_6"":""支払""}",option_3
accept_choice_028,choice,manual,extraction,"{""品目"":""シャツ"",""大きさ"":""M"",""色"":""白"",""個数"":2}",注文された色を選ぶ。,"{""option_0"":""赤"",""option_1"":""青"",""option_2"":""黄"",""option_3"":""白"",""option_4"":""緑"",""option_5"":""黒"",""option_6"":""紫"",""option_7"":""橙""}",option_3
accept_choice_029,choice,manual,insufficient,"""検査記録がまだ届いていない。「合格だった」という伝聞もない。""",検査に合格したと判断できるか。,"{""option_0"":""まだ判断できない"",""option_1"":""合格したと判断できる""}",option_0
accept_choice_030,choice,manual,history,"""最初に仮注文し、次に数量を減らし、最後に注文そのものを取り消した。""",現在の注文状態を選ぶ。,"{""option_0"":""有効な仮注文"",""option_1"":""取消済み"",""option_2"":""減数した注文が有効""}",option_1
accept_choice_031,choice,manual,range,"""A便は11時到着、B便は10時40分到着、C便は11時20分到着。10時50分までに到着する便が必要。""",条件に合う便を選ぶ。,"{""option_0"":""B便"",""option_1"":""A便"",""option_2"":""C便"",""option_3"":""どれも合わない""}",option_0
accept_choice_032,choice,manual,negation,"""値引きは会員なら100円、非会員なら0円。購入者は非会員で、商品代は850円。""",支払う商品代を選ぶ。,"{""option_0"":""0円"",""option_1"":""100円"",""option_2"":""750円"",""option_3"":""950円"",""option_4"":""850円""}",option_4
accept_choice_033,choice,manual,sequence,"""当番は赤組→青組→黄組の順で繰り返す。今回が黄組だった。""",次の当番を選ぶ。,"{""option_0"":""青組"",""option_1"":""黄組"",""option_2"":""全組"",""option_3"":""休み"",""option_4"":""赤組"",""option_5"":""順番不明""}",option_4
accept_choice_034,choice,manual,meaning,"""顧客は「値段は納得しているが、届くまで長すぎる」と述べた。""",不満の対象を選ぶ。,"{""option_0"":""価格"",""option_1"":""色"",""option_2"":""サイズ"",""option_3"":""支払方法"",""option_4"":""配送の速さ"",""option_5"":""説明書"",""option_6"":""品ぞろえ""}",option_4
accept_choice_035,choice,manual,extraction,"{""申込先"":""写真講座"",""希望コース"":""夜間"",""欠席日"":""火曜""}",希望するコースを選ぶ。,"{""option_0"":""早朝"",""option_1"":""午前"",""option_2"":""正午"",""option_3"":""午後"",""option_4"":""夜間"",""option_5"":""夕方"",""option_6"":""終日"",""option_7"":""通信""}",option_4
accept_choice_036,choice,manual,history,"""昨日は接続できなかったが、再起動したあとは接続できる。現在も接続は維持されている。""",最新の状態を選ぶ。,"{""option_0"":""接続不可"",""option_1"":""接続可能""}",option_1
accept_choice_037,choice,manual,exception,"""会員は予約できる。会員の同伴者も予約できる。それ以外はできない。花は非会員だが会員の同伴者である。""",花の予約可否を選ぶ。,"{""option_0"":""予約できない"",""option_1"":""条件が不明"",""option_2"":""予約できる""}",option_2
accept_choice_038,choice,manual,meaning,"""添付ファイルを開こうとしたら「形式が対応していません」と表示された。通信は正常で、容量制限にもかかっていない。""",最も直接的な原因を選ぶ。,"{""option_0"":""通信断"",""option_1"":""未対応の形式"",""option_2"":""容量超過"",""option_3"":""パスワード忘れ""}",option_1
accept_choice_039,choice,manual,priority,"""連絡先の希望順はメール、電話、郵送。メールは利用不可、電話は利用可能。""",最初に使う連絡手段を選ぶ。,"{""option_0"":""電話"",""option_1"":""メール"",""option_2"":""郵送"",""option_3"":""訪問"",""option_4"":""連絡をしない""}",option_0
accept_choice_040,choice,manual,history,"""行列の先頭から、井上、林、坂本の順。林が列を離れ、山田が最後尾についた。""",現在の2番目を選ぶ。,"{""option_0"":""井上"",""option_1"":""林"",""option_2"":""山田"",""option_3"":""誰もいない"",""option_4"":""わからない"",""option_5"":""坂本""}",option_5
accept_choice_041,choice,manual,meaning,"""棚1には食器、棚2には文具、棚3には工具を置く。箱には消しゴムが入っている。""",片づけ先を選ぶ。,"{""option_0"":""棚1"",""option_1"":""棚3"",""option_2"":""冷蔵庫"",""option_3"":""玄関"",""option_4"":""流し台"",""option_5"":""棚2"",""option_6"":""返却口""}",option_5
accept_choice_042,choice,manual,conjunction,"""8個の番号札から、奇数であり、5より大きい番号を選ぶ。""",条件に合う番号を選ぶ。,"{""option_0"":""1"",""option_1"":""2"",""option_2"":""3"",""option_3"":""4"",""option_4"":""5"",""option_5"":""7"",""option_6"":""6"",""option_7"":""8""}",option_5
accept_choice_043,choice,manual,contrast,"""「操作は簡単ですが、保存すると毎回落ちます」""",製品が安定して動作していると評価しているか。,"{""option_0"":""安定していない"",""option_1"":""安定している""}",option_0
accept_choice_044,choice,manual,arithmetic,"{""予定数"":5,""実施数"":5,""追加依頼"":0}",作業の進捗を選ぶ。,"{""option_0"":""予定分が完了"",""option_1"":""未着手"",""option_2"":""途中""}",option_0
accept_choice_045,choice,manual,negation,"""利用者は「配送先は変えずに、受取人の名前だけ直してください」と依頼した。""",修正する項目を選ぶ。,"{""option_0"":""住所"",""option_1"":""配送日"",""option_2"":""受取人名"",""option_3"":""商品数""}",option_2
accept_choice_046,choice,manual,temporal,"""日付は1月31日。翌日は2月1日である。予定日は翌日。""",予定の日を選ぶ。,"{""option_0"":""1月30日"",""option_1"":""2月1日"",""option_2"":""1月31日"",""option_3"":""2月2日"",""option_4"":""3月1日""}",option_1
accept_choice_047,choice,manual,arithmetic,"""箱は10kgまで入れられる。すでに6kg入り、追加候補の荷物は5kg。""",追加後の状態を選ぶ。,"{""option_0"":""上限を1kg超える"",""option_1"":""容量内で1kg余る"",""option_2"":""ちょうど上限"",""option_3"":""上限を5kg超える"",""option_4"":""空になる"",""option_5"":""計算不能""}",option_0
accept_choice_048,choice,manual,meaning,"""用紙の提出先は、出張なら総務、備品購入なら購買、休暇なら人事。提出する用紙は休暇届。""",担当窓口を選ぶ。,"{""option_0"":""総務"",""option_1"":""購買"",""option_2"":""営業"",""option_3"":""広報"",""option_4"":""開発"",""option_5"":""受付なし"",""option_6"":""人事""}",option_6
accept_choice_049,choice,manual,comparison,"""荷物の重さは同じ。Aは幅20cm、Bは18cm、Cは24cm。幅が最も小さいものを1つ選ぶ。""",選ぶ荷物を指定する。,"{""option_0"":""A"",""option_1"":""C"",""option_2"":""AとB"",""option_3"":""BとC"",""option_4"":""AとC"",""option_5"":""すべて"",""option_6"":""B"",""option_7"":""選べない""}",option_6
accept_choice_050,choice,manual,scope,"""「会場が変わったら知らせてください」と頼まれた。会場は変わっておらず、開始時刻だけ変わった。""",指定された「会場変更」の通知条件を満たすか。,"{""option_0"":""満たす"",""option_1"":""満たさない""}",option_1
accept_choice_051,choice,manual,arithmetic,"""レシピでは砂糖大さじ2を使う。今回は全材料を半分の量にする。""",砂糖の量を選ぶ。,"{""option_0"":""大さじ2"",""option_1"":""大さじ1"",""option_2"":""大さじ4""}",option_1
accept_choice_052,choice,manual,priority,"""「第一希望の緑がなければ青、それもなければ購入しません」。緑は品切れ、青は在庫あり。""",希望に沿った対応を選ぶ。,"{""option_0"":""緑を購入"",""option_1"":""赤を購入"",""option_2"":""購入しない"",""option_3"":""青を購入""}",option_3
accept_choice_053,choice,manual,extraction,"{""清掃"":""完了"",""鍵の返却"":""未了"",""消灯"":""完了""}",記録に基づいて残作業を選ぶ。,"{""option_0"":""清掃"",""option_1"":""消灯"",""option_2"":""鍵の返却"",""option_3"":""3つとも"",""option_4"":""残作業なし""}",option_2
accept_choice_054,choice,manual,history,"""月曜に依頼が届き、火曜に受領連絡、水曜に修正版を送付、木曜に先方が承認した。""",承認された曜日を選ぶ。,"{""option_0"":""月曜"",""option_1"":""木曜"",""option_2"":""火曜"",""option_3"":""水曜"",""option_4"":""金曜"",""option_5"":""土曜""}",option_1
accept_choice_055,choice,manual,insufficient,"""この会議には議事メモ係が必要。参加者は全員出席予定だが、役割分担はまだ決まっていない。\n\n運営メモ: 会議は45分間を予定している。最初の10分で前回の内容を確認し、その後に議題を話し合う。投影用の画面は準備できており、配布資料もそろっている。主催者は会場の予約を担当したが、それだけで他の役割が自動的に決まるというルールはない。議事メモ係には決定事項を記録してほしいという希望があり、会議の開始前に役割を相談する予定である。""",現在のメモ係を選ぶ。,"{""option_0"":""未決定"",""option_1"":""主催者"",""option_2"":""最年長者"",""option_3"":""最年少者"",""option_4"":""営業担当"",""option_5"":""開発担当"",""option_6"":""全員で確定""}",option_0
accept_choice_056,choice,manual,meaning,"""赤い箱には書籍、青い箱には衣服、白い箱には食器が入っている。探しているものはシャツ。""",探す箱を選ぶ。,"{""option_0"":""赤"",""option_1"":""白"",""option_2"":""黒"",""option_3"":""黄"",""option_4"":""緑"",""option_5"":""紫"",""option_6"":""橙"",""option_7"":""青""}",option_7
accept_choice_057,choice,manual,quotation,"""「二度と使わない」という引用例を資料で紹介した。筆者自身はこのサービスを使い続けると明記している。""",筆者自身の利用方針を選ぶ。,"{""option_0"":""使い続ける"",""option_1"":""利用をやめる""}",option_0
accept_choice_058,choice,manual,boundary,"""利用期間は4月1日から4月30日までで両端を含む。利用日は4月30日。""",利用日は期間に含まれるか。,"{""option_0"":""期間より前"",""option_1"":""期間より後"",""option_2"":""含まれる""}",option_2
accept_choice_059,choice,manual,scope,"""「午前の便は満席ですが、午後の便なら2席取れます」。希望者は2人で、午前へのこだわりはない。""",希望者全員が乗れる案を選ぶ。,"{""option_0"":""午後便"",""option_1"":""午前便"",""option_2"":""どちらでもよい"",""option_3"":""どちらも不可""}",option_0
accept_choice_060,choice,manual,arithmetic,"""4名の投票は案Aが2票、案Bが1票、案Cが1票。同率でない最多票の案を採用する。""",採用案を選ぶ。,"{""option_0"":""案B"",""option_1"":""案C"",""option_2"":""再投票"",""option_3"":""案A"",""option_4"":""全案却下""}",option_3
accept_noul_001,noul,manual,entailment,"""駐輪場には自転車だけを停められる。荷物は自転車である。""",この荷物を駐輪場に停められるか。,"{""false"":""いいえ"",""true"":""はい""}",true
accept_noul_002,noul,manual,negation,"""「申込みは取り消さないでください」と依頼された。""",この依頼は申込みの取消を求めているか。,"{""false"":""いいえ"",""true"":""はい""}",false
accept_noul_003,noul,manual,conjunction,"{""必要書類"":[""申込書"",""写真""],""提出済み"":[""申込書"",""写真""]}",必要書類はすべて提出されているか。,"{""false"":""いいえ"",""true"":""はい""}",true
accept_noul_004,noul,manual,insufficient,"""連絡先の電話番号は記載されていない。""",電話番号が正しいと確認できるか。記録で確認できる場合だけ「はい」。,"{""false"":""いいえ"",""true"":""はい""}",false
accept_noul_005,noul,manual,history,"""朝は停止していたが、昼に再開し、現在は稼働中。""",現在、装置は稼働しているか。,"{""false"":""いいえ"",""true"":""はい""}",true
accept_noul_006,noul,manual,entailment,"""割引対象は青色の札だけ。客が持つ札は赤色。""",この客は割引対象か。,"{""false"":""いいえ"",""true"":""はい""}",false
accept_noul_007,noul,manual,boundary,"""入場は18歳以上。来場者はちょうど18歳。""",年齢条件を満たすか。,"{""false"":""いいえ"",""true"":""はい""}",true
accept_noul_008,noul,manual,boundary,"""箱に入れられるのは5個まで。入れる予定は6個。""",すべてをこの箱に入れても上限内か。,"{""false"":""いいえ"",""true"":""はい""}",false
accept_noul_009,noul,manual,temporal,"{""会議A"":""15:00-15:30"",""会議B"":""15:30-16:00""}",終了時刻と次の開始時刻が同じ場合は重複しない。この2会議に時間の重なりはないか。,"{""false"":""いいえ"",""true"":""はい""}",true
accept_noul_010,noul,manual,scope,"""Aさんは来ると答えた。Bさんの返事はまだない。""",2人とも参加すると確認済みか。,"{""false"":""いいえ"",""true"":""はい""}",false
accept_noul_011,noul,manual,scope,"""「見積額は了承しました。納期は別途相談させてください」""",見積額について了承しているか。,"{""false"":""いいえ"",""true"":""はい""}",true
accept_noul_012,noul,manual,negation,"""「住所ではなく、会社名を直してください」""",住所を変更する依頼か。,"{""false"":""いいえ"",""true"":""はい""}",false
accept_noul_013,noul,manual,arithmetic,"""3袋にそれぞれ4枚のカードが入っている。""",カードは合計12枚あるか。,"{""false"":""いいえ"",""true"":""はい""}",true
accept_noul_014,noul,manual,arithmetic,"{""在庫"":9,""予約数"":10}",予約分をすべて在庫だけで用意できるか。,"{""false"":""いいえ"",""true"":""はい""}",false
accept_noul_015,noul,manual,disjunction,"""青組か赤組なら参加できる。花は赤組。""",花は参加条件を満たすか。,"{""false"":""いいえ"",""true"":""はい""}",true
accept_noul_016,noul,manual,conjunction,"""参加には会員であり、かつ予約済みであることが必要。客は会員だが予約していない。""",客は参加条件を満たすか。,"{""false"":""いいえ"",""true"":""はい""}",false
accept_noul_017,noul,manual,negation,"""包装不要と注文したが、届いた商品は包装されていた。""",注文時の包装の希望と実際の状態は異なるか。,"{""false"":""いいえ"",""true"":""はい""}",true
accept_noul_018,noul,manual,comparison,"""最新版は第3版である。手元にあるのは第2版。""",手元の資料は最新版か。,"{""false"":""いいえ"",""true"":""はい""}",false
accept_noul_019,noul,manual,history,"""元の予約は8日。変更手続きが完了し、今の予約日は10日。\n\n過去の連絡には8日の予定も残っているが、変更前の記録として保管している。場所と開始時刻は変更していない。人数も同じで、持ち物について追加の案内はない。変更手続きは申請だけでなく承認まで完了し、新しい日付の控えも届いた。古い控えを持参する必要はないとのこと。相談窓口は平日の昼に開いているが、今回の変更はすでに完了している。""",現在の予約日は10日か。,"{""false"":""いいえ"",""true"":""はい""}",true
accept_noul_020,noul,manual,exception,"""貸出可能との掲示があるが、対象の品に「貸出中」と個別表示されている。貸出中の品は借りられない。""",対象の品を今すぐ借りられるか。,"{""false"":""いいえ"",""true"":""はい""}",false
accept_noul_021,noul,manual,priority,"""優先条件は「締切が近い案件から」。案件Aの締切は明日、案件Bは来週。""",案件Aを先に処理するのは条件に合うか。,"{""false"":""いいえ"",""true"":""はい""}",true
accept_noul_022,noul,manual,negation,"""雨の場合だけ屋内で開催する。今日は晴れで、雨は降っていない。""",屋内開催にする指定条件を満たすか。,"{""false"":""いいえ"",""true"":""はい""}",false
accept_noul_023,noul,manual,conjunction,"{""検査1"":""合格"",""検査2"":""合格"",""条件"":""両方合格なら出荷可""}",出荷条件を満たすか。,"{""false"":""いいえ"",""true"":""はい""}",true
accept_noul_024,noul,manual,insufficient,"""注文記録には「数量:不明」とある。""",3個注文されたと確認できるか。記録で確認できる場合だけ「はい」。,"{""false"":""いいえ"",""true"":""はい""}",false
accept_noul_025,noul,manual,history,"""「説明書は分かりにくかったけれど、サポートの説明で解決しました」""",最終的に問題は解決したと述べているか。,"{""false"":""いいえ"",""true"":""はい""}",true
accept_noul_026,noul,manual,scope,"""今月の対象は新規利用者のみ。利用者は昨年から継続利用している。""",この利用者は今月の対象か。,"{""false"":""いいえ"",""true"":""はい""}",false
accept_noul_027,noul,manual,range,"""配達予定は6日から8日まで。実際の配達日は7日。""",予定の範囲内に配達されたか。,"{""false"":""いいえ"",""true"":""はい""}",true
accept_noul_028,noul,manual,conjunction,"""作業完了の条件は、保存と送信の両方。保存は終わったが送信は失敗した。""",作業完了の条件を満たしたか。,"{""false"":""いいえ"",""true"":""はい""}",false
accept_noul_029,noul,manual,scope,"""申請者は自身ではなく同僚のアカウントについて相談している。""",相談対象は申請者以外の人のアカウントか。,"{""false"":""いいえ"",""true"":""はい""}",true
accept_noul_030,noul,manual,temporal,"""開館は9時。現在8時45分。臨時の早期開館はない。""",現在、開館時刻を過ぎているか。,"{""false"":""いいえ"",""true"":""はい""}",false
accept_noul_031,noul,manual,arithmetic,"""1回の利用で2枚必要。手元には6枚ある。""",3回分ちょうど利用できるか。,"{""false"":""いいえ"",""true"":""はい""}",true
accept_noul_032,noul,manual,scope,"""配送先は自宅、請求先は事務所と指定された。""",配送先と請求先は同じ場所として指定されているか。,"{""false"":""いいえ"",""true"":""はい""}",false
accept_noul_033,noul,manual,conditional,"""研修は任意参加だが、申し込んだ人は教材を事前に読む。健は申込済み。""",指定に従うなら、健は教材を事前に読む必要があるか。,"{""false"":""いいえ"",""true"":""はい""}",true
accept_noul_034,noul,manual,negation,"""「賛成しないわけではないですが、現時点では承認しません」と言った。""",現時点で承認を与えたか。,"{""false"":""いいえ"",""true"":""はい""}",false
accept_noul_035,noul,manual,disjunction,"""書類は紙でも電子データでも受理する。提出物は電子データ。""",提出形式は受理対象か。,"{""false"":""いいえ"",""true"":""はい""}",true
accept_noul_036,noul,manual,exact_match,"""対象商品の型番はAB-12。届いた品の型番はAB-21。\n\n確認時には外箱の色が似ていることが気になった。しかし型番の比較には色を使わず、記載された文字と数字の並びをそのまま使う。送付状の宛先は正しく、個数も注文通りの1個だった。梱包に大きな傷はなく、説明書は同封されていた。担当者は外観が似た製品を取り違えないよう、型番の各文字を読むことにした。交換処理は、比較結果が出てから別に検討する。""",型番は一致しているか。,"{""false"":""いいえ"",""true"":""はい""}",false
accept_noul_037,noul,manual,extraction,"{""テーブル"":[""皿"",""コップ""],""棚"":[""本""]}",テーブルの上にコップがあるか。,"{""false"":""いいえ"",""true"":""はい""}",true
accept_noul_038,noul,manual,conditional,"""赤いランプが点灯しているときだけ停止操作が必要。現在は緑のランプだけが点灯。""",現在、指定された停止操作の条件が成立しているか。,"{""false"":""いいえ"",""true"":""はい""}",false
accept_noul_039,noul,manual,scope,"""会場変更はまだ提案中だが、時刻変更は決定済み。""",時刻を変更することは決定しているか。,"{""false"":""いいえ"",""true"":""はい""}",true
accept_noul_040,noul,manual,temporal,"""「担当者の確認が取れたら発送する」。現在、確認待ち。""",発送を開始する条件はすでに満たされたか。,"{""false"":""いいえ"",""true"":""はい""}",false
accept_noul_041,noul,manual,boundary,"""1番から5番までの番号を使える。指定された番号は1番。""",指定番号は許可範囲に含まれるか。,"{""false"":""いいえ"",""true"":""はい""}",true
accept_noul_042,noul,manual,scope,"""「全員が参加した」とは書かれていない。「半数だけが参加した」とある。参加予定者は10人。""",参加予定者10人全員が参加したか。,"{""false"":""いいえ"",""true"":""はい""}",false
accept_noul_043,noul,manual,arithmetic,"""費用は基本料金400円と追加100円。合計額に税などの加算はない。""",合計は500円か。,"{""false"":""いいえ"",""true"":""はい""}",true
accept_noul_044,noul,manual,permission,"{""承認者"":""伊藤"",""操作した人"":""山本"",""規則"":""承認者本人だけ操作可""}",山本の操作は規則に合うか。,"{""false"":""いいえ"",""true"":""はい""}",false
accept_noul_045,noul,manual,meaning,"""「午前中に受け取れますか」に対し「はい、10時にお渡しできます」と回答した。""",午前中の受け取りが可能だと回答しているか。,"{""false"":""いいえ"",""true"":""はい""}",true
accept_noul_046,noul,manual,negation,"""月額プランの解約を希望しているが、購入済み商品の返品は求めていない。""",購入済み商品の返品を希望しているか。,"{""false"":""いいえ"",""true"":""はい""}",false
accept_noul_047,noul,manual,sequence,"""先に封を開け、そのあと中身を確認する。封はすでに開いていて、中身は未確認。""",次に中身を確認するのは指定の順序に合うか。,"{""false"":""いいえ"",""true"":""はい""}",true
accept_noul_048,noul,manual,scope,"""荷物AとBは同じ配送先だが、配送日はAが月曜、Bが水曜。""",2つの荷物は同じ日に配送される予定か。,"{""false"":""いいえ"",""true"":""はい""}",false
accept_noul_049,noul,manual,contrast,"""「操作の遅さは我慢できますが、結果が消える点は困ります」""",結果が消えることに不満を述べているか。,"{""false"":""いいえ"",""true"":""はい""}",true
